,carat,cut,cut_ord,color,clarity,clarity_ord,Price,RECAP Price,,,,
2638,0.7,Ideal,5,F,SI2,2,"2,318.60",2318.6,,,,
2695,0.7,Ideal,5,I,VVS1,7,"4,588.60",4588.6,,,,
2732,0.7,Ideal,5,E,VS2,5,"3,680.60",3680.6,,,,
2742,0.7,Ideal,5,H,SI1,3,"2,772.60",2772.6,,,,
2774,0.7,Ideal,5,D,VS2,5,"3,680.60",3680.6,,,,
2810,0.7,Ideal,5,I,SI1,3,"2,772.60",2772.6,,,,
2911,0.7,Ideal,5,F,SI1,3,"2,772.60",2772.6,,,,
2963,0.7,Ideal,5,I,SI1,3,"2,772.60",2772.6,,,,
47,0.7,Premium,4,G,VS2,5,"3,522.50",3522.5,,,,
73,0.7,Premium,4,D,SI1,3,"2,614.50",2614.5,,,,
152,0.7,Premium,4,G,VVS1,7,"4,430.50",4430.5,,,,
242,0.7,Premium,4,G,VS1,4,"3,068.50",3068.5,,,,
272,0.7,Premium,4,G,SI1,3,"2,614.50",2614.5,,,,
443,0.7,Premium,4,D,SI1,3,"2,614.50",2614.5,,,,
598,0.7,Premium,4,G,VS2,5,"3,522.50",3522.5,,,,
778,0.7,Premium,4,F,VS2,5,"3,522.50",3522.5,,,,
902,0.7,Premium,4,I,VS2,5,"3,522.50",3522.5,,,,
981,0.7,Premium,4,F,SI1,3,"2,614.50",2614.5,,,,
1277,0.7,Premium,4,G,IF,8,"4,884.50",4884.5,,,,
1307,0.7,Premium,4,G,SI2,2,"2,160.50",2160.5,,,,
1564,0.7,Premium,4,F,SI1,3,"2,614.50",2614.5,,,,
1586,0.7,Premium,4,D,SI1,3,"2,614.50",2614.5,,,,
1785,0.7,Premium,4,G,VS1,4,"3,068.50",3068.5,,,,
1943,0.7,Premium,4,H,SI1,3,"2,614.50",2614.5,,,,
2074,0.7,Premium,4,F,SI1,3,"2,614.50",2614.5,,,,
2125,0.7,Premium,4,G,SI1,3,"2,614.50",2614.5,,,,
2369,0.7,Premium,4,E,SI1,3,"2,614.50",2614.5,,,,
2455,0.7,Premium,4,F,SI2,2,"2,160.50",2160.5,,,,
2718,0.7,Premium,4,H,VS2,5,"3,522.50",3522.5,,,,
2785,0.7,Premium,4,D,VS1,4,"3,068.50",3068.5,,,,
75,0.7,Very Good,3,F,SI2,2,"2,002.40",2002.4,,,,
238,0.7,Very Good,3,G,I1,1,"1,548.40",1548.4,,,,
335,0.7,Very Good,3,G,VS2,5,"3,364.40",3364.4,,,,
605,0.7,Very Good,3,F,SI1,3,"2,456.40",2456.4,,,,
614,0.7,Very Good,3,E,VS1,4,"2,910.40",2910.4,,,,
626,0.7,Very Good,3,E,IF,8,"4,726.40",4726.4,,,,
663,0.7,Very Good,3,E,VVS2,6,"3,818.40",3818.4,,,,
730,0.7,Very Good,3,E,SI1,3,"2,456.40",2456.4,,,,
952,0.7,Very Good,3,F,VS2,5,"3,364.40",3364.4,,,,
1008,0.7,Very Good,3,G,VS2,5,"3,364.40",3364.4,,,,
1017,0.7,Very Good,3,F,SI1,3,"2,456.40",2456.4,,,,
1062,0.7,Very Good,3,I,VS2,5,"3,364.40",3364.4,,,,
1087,0.7,Very Good,3,F,SI1,3,"2,456.40",2456.4,,,,
1089,0.7,Very Good,3,E,VS1,4,"2,910.40",2910.4,,,,
1446,0.7,Very Good,3,E,SI1,3,"2,456.40",2456.4,,,,
1475,0.7,Very Good,3,D,VS2,5,"3,364.40",3364.4,,,,
1551,0.7,Very Good,3,E,VS2,5,"3,364.40",3364.4,,,,
1560,0.7,Very Good,3,H,VS2,5,"3,364.40",3364.4,,,,
1585,0.7,Very Good,3,G,VS2,5,"3,364.40",3364.4,,,,
1634,0.7,Very Good,3,F,SI1,3,"2,456.40",2456.4,,,,
1643,0.7,Very Good,3,I,VS2,5,"3,364.40",3364.4,,,,
1755,0.7,Very Good,3,G,SI2,2,"2,002.40",2002.4,,,,
1841,0.7,Very Good,3,G,SI2,2,"2,002.40",2002.4,,,,
1867,0.7,Very Good,3,E,SI1,3,"2,456.40",2456.4,,,,
2011,0.7,Very Good,3,F,SI1,3,"2,456.40",2456.4,,,,
2053,0.7,Very Good,3,F,VS2,5,"3,364.40",3364.4,,,,
2212,0.7,Very Good,3,F,VS2,5,"3,364.40",3364.4,,,,
2247,0.7,Very Good,3,G,SI1,3,"2,456.40",2456.4,,,,
2565,0.7,Very Good,3,E,SI1,3,"2,456.40",2456.4,,,,
2626,0.7,Very Good,3,F,SI1,3,"2,456.40",2456.4,,,,
2667,0.7,Very Good,3,E,SI1,3,"2,456.40",2456.4,,,,
2702,0.7,Very Good,3,G,VS1,4,"2,910.40",2910.4,,,,
2778,0.7,Very Good,3,F,VS2,5,"3,364.40",3364.4,,,,
2801,0.7,Very Good,3,D,VS1,4,"2,910.40",2910.4,,,,
2813,0.7,Very Good,3,E,VS2,5,"3,364.40",3364.4,,,,
332,0.7,Good,2,D,VS2,5,"3,206.30",3206.3,,,,
361,0.7,Good,2,F,SI2,2,"1,844.30",1844.3,,,,
574,0.7,Good,2,F,SI1,3,"2,298.30",2298.3,,,,
590,0.7,Good,2,D,VS1,4,"2,752.30",2752.3,,,,
751,0.7,Good,2,E,SI1,3,"2,298.30",2298.3,,,,
762,0.7,Good,2,G,VS1,4,"2,752.30",2752.3,,,,
1054,0.7,Good,2,I,SI2,2,"1,844.30",1844.3,,,,
1456,0.7,Good,2,E,VS2,5,"3,206.30",3206.3,,,,
1529,0.7,Good,2,F,SI1,3,"2,298.30",2298.3,,,,
1921,0.7,Good,2,D,SI2,2,"1,844.30",1844.3,,,,
2350,0.7,Good,2,E,VS2,5,"3,206.30",3206.3,,,,
2549,0.7,Good,2,F,VVS2,6,"3,660.30",3660.3,,,,
2596,0.7,Good,2,I,VS1,4,"2,752.30",2752.3,,,,
2698,0.7,Good,2,F,SI2,2,"1,844.30",1844.3,,,,
2812,0.7,Good,2,F,VS1,4,"2,752.30",2752.3,,,,
169,0.7,Fair,1,G,SI1,3,"2,140.20",2140.2,,,,
412,0.7,Fair,1,G,SI1,3,"2,140.20",2140.2,,,,
851,0.7,Fair,1,F,I1,1,"1,232.20",1232.2,,,,
1218,0.7,Fair,1,D,SI1,3,"2,140.20",2140.2,,,,
1582,0.7,Fair,1,D,SI2,2,"1,686.20",1686.2,,,,
2198,0.7,Fair,1,H,VS1,4,"2,594.20",2594.2,,,,
2202,0.7,Fair,1,F,VS1,4,"2,594.20",2594.2,,,,
2410,0.7,Fair,1,G,SI2,2,"1,686.20",1686.2,,,,
2851,0.7,Fair,1,F,SI2,2,"1,686.20",1686.2,,,,
2870,0.7,Fair,1,E,SI2,2,"1,686.20",1686.2,,,,
2999,0.7,Fair,1,G,SI1,3,"2,140.20",2140.2,,,,
1130,0.69,Fair,1,G,VS1,4,"2,510.07",2510.07,,,,
1331,0.69,Fair,1,G,SI2,2,"1,602.07",1602.07,,,,
2153,0.68,Ideal,5,E,VS1,4,"3,058.34",3058.34,,,,
1638,0.68,Premium,4,D,SI1,3,"2,446.24",2446.24,,,,
1750,0.68,Very Good,3,F,VVS2,6,"3,650.14",3650.14,,,,
2432,0.67,Ideal,5,F,SI2,2,"2,066.21",2066.21,,,,
225,0.66,Ideal,5,D,VS2,5,"3,344.08",3344.08,,,,
2406,0.66,Ideal,5,G,SI1,3,"2,436.08",2436.08,,,,
2840,0.66,Ideal,5,H,SI1,3,"2,436.08",2436.08,,,,
2882,0.66,Very Good,3,E,VVS1,7,"3,935.88",3935.88,,,,
563,0.66,Good,2,F,VS2,5,"2,869.78",2869.78,,,,
2514,0.66,Good,2,G,VS1,4,"2,415.78",2415.78,,,,
292,0.65,Very Good,3,I,IF,8,"4,305.75",4305.75,,,,
1660,0.65,Very Good,3,H,VVS1,7,"3,851.75",3851.75,,,,
245,0.64,Ideal,5,G,IF,8,"4,537.82",4537.82,,,,
1085,0.64,Ideal,5,E,VS1,4,"2,721.82",2721.82,,,,
1787,0.64,Ideal,5,G,VVS2,6,"3,629.82",3629.82,,,,
2128,0.64,Premium,4,D,SI2,2,"1,655.72",1655.72,,,,
2211,0.64,Premium,4,F,VS2,5,"3,017.72",3017.72,,,,
59,0.64,Very Good,3,D,SI1,3,"1,951.62",1951.62,,,,
2326,0.64,Very Good,3,D,VS2,5,"2,859.62",2859.62,,,,
2794,0.64,Good,2,D,SI1,3,"1,793.52",1793.52,,,,
1119,0.63,Ideal,5,D,SI1,3,"2,183.69",2183.69,,,,
1500,0.63,Ideal,5,E,VS1,4,"2,637.69",2637.69,,,,
2201,0.63,Ideal,5,J,SI2,2,"1,729.69",1729.69,,,,
2328,0.63,Ideal,5,J,SI1,3,"2,183.69",2183.69,,,,
162,0.63,Premium,4,I,VS1,4,"2,479.59",2479.59,,,,
2239,0.63,Premium,4,F,SI1,3,"2,025.59",2025.59,,,,
90,0.63,Very Good,3,F,VS2,5,"2,775.49",2775.49,,,,
464,0.63,Very Good,3,G,VS1,4,"2,321.49",2321.49,,,,
992,0.63,Very Good,3,G,VS1,4,"2,321.49",2321.49,,,,
1544,0.63,Good,2,F,VS1,4,"2,163.39",2163.39,,,,
2254,0.62,Ideal,5,H,VVS1,7,"3,915.56",3915.56,,,,
2683,0.62,Ideal,5,G,VVS2,6,"3,461.56",3461.56,,,,
548,0.62,Premium,4,F,VS2,5,"2,849.46",2849.46,,,,
1061,0.62,Premium,4,G,SI1,3,"1,941.46",1941.46,,,,
1764,0.62,Premium,4,G,I1,1,"1,033.46",1033.46,,,,
178,0.62,Very Good,3,G,VS2,5,"2,691.36",2691.36,,,,
235,0.62,Very Good,3,E,VS1,4,"2,237.36",2237.36,,,,
325,0.61,Ideal,5,I,SI2,2,"1,561.43",1561.43,,,,
817,0.61,Ideal,5,E,SI2,2,"1,561.43",1561.43,,,,
1972,0.61,Ideal,5,F,VS1,4,"2,469.43",2469.43,,,,
2089,0.61,Ideal,5,E,VS1,4,"2,469.43",2469.43,,,,
2276,0.61,Ideal,5,F,VS2,5,"2,923.43",2923.43,,,,
2725,0.61,Ideal,5,D,VVS2,6,"3,377.43",3377.43,,,,
1343,0.61,Premium,4,I,VS2,5,"2,765.33",2765.33,,,,
1828,0.61,Premium,4,F,VVS2,6,"3,219.33",3219.33,,,,
546,0.61,Very Good,3,G,VS2,5,"2,607.23",2607.23,,,,
960,0.61,Very Good,3,F,SI2,2,"1,245.23",1245.23,,,,
1404,0.61,Very Good,3,I,VS2,5,"2,607.23",2607.23,,,,
2970,0.61,Very Good,3,E,SI1,3,"1,699.23",1699.23,,,,
616,0.61,Good,2,G,I1,1,633.13,633.13,,,,
1757,0.61,Good,2,H,VVS2,6,"2,903.13",2903.13,,,,
1802,0.61,Good,2,F,VS1,4,"1,995.13",1995.13,,,,
161,0.6,Ideal,5,D,VVS1,7,"3,747.30",3747.3,,,,
766,0.6,Ideal,5,E,VS1,4,"2,385.30",2385.3,,,,
945,0.6,Ideal,5,G,VS1,4,"2,385.30",2385.3,,,,
1999,0.6,Ideal,5,G,VS2,5,"2,839.30",2839.3,,,,
1114,0.6,Premium,4,E,SI1,3,"1,773.20",1773.2,,,,
1176,0.6,Premium,4,H,SI1,3,"1,773.20",1773.2,,,,
2726,0.6,Premium,4,D,SI1,3,"1,773.20",1773.2,,,,
2117,0.6,Very Good,3,E,SI2,2,"1,161.10",1161.1,,,,
2833,0.6,Very Good,3,F,SI1,3,"1,615.10",1615.1,,,,
57,0.6,Fair,1,F,SI1,3,"1,298.90",1298.9,,,,
8,0.59,Ideal,5,D,SI1,3,"1,847.17",1847.17,,,,
561,0.59,Ideal,5,E,SI1,3,"1,847.17",1847.17,,,,
2799,0.59,Ideal,5,G,SI1,3,"1,847.17",1847.17,,,,
2805,0.59,Ideal,5,D,SI1,3,"1,847.17",1847.17,,,,
855,0.59,Premium,4,D,VS1,4,"2,143.07",2143.07,,,,
875,0.59,Premium,4,I,IF,8,"3,959.07",3959.07,,,,
1494,0.59,Very Good,3,G,SI1,3,"1,530.97",1530.97,,,,
1961,0.59,Very Good,3,D,SI1,3,"1,530.97",1530.97,,,,
2219,0.59,Very Good,3,D,VS1,4,"1,984.97",1984.97,,,,
2520,0.59,Very Good,3,G,VS1,4,"1,984.97",1984.97,,,,
216,0.58,Ideal,5,E,VVS2,6,"3,125.04",3125.04,,,,
379,0.58,Ideal,5,D,SI1,3,"1,763.04",1763.04,,,,
507,0.58,Ideal,5,G,SI1,3,"1,763.04",1763.04,,,,
791,0.58,Ideal,5,J,VS1,4,"2,217.04",2217.04,,,,
878,0.58,Ideal,5,I,SI1,3,"1,763.04",1763.04,,,,
1118,0.58,Ideal,5,H,SI1,3,"1,763.04",1763.04,,,,
1179,0.58,Ideal,5,I,SI1,3,"1,763.04",1763.04,,,,
1389,0.58,Ideal,5,E,VS1,4,"2,217.04",2217.04,,,,
1823,0.58,Ideal,5,G,VS2,5,"2,671.04",2671.04,,,,
1830,0.58,Ideal,5,F,SI1,3,"1,763.04",1763.04,,,,
1843,0.58,Ideal,5,E,VVS2,6,"3,125.04",3125.04,,,,
2545,0.58,Ideal,5,D,SI2,2,"1,309.04",1309.04,,,,
1440,0.58,Premium,4,G,VS2,5,"2,512.94",2512.94,,,,
1920,0.58,Premium,4,E,VS2,5,"2,512.94",2512.94,,,,
2029,0.58,Premium,4,E,VS2,5,"2,512.94",2512.94,,,,
232,0.58,Very Good,3,G,VVS2,6,"2,808.84",2808.84,,,,
247,0.58,Very Good,3,I,VS2,5,"2,354.84",2354.84,,,,
1733,0.58,Very Good,3,D,SI1,3,"1,446.84",1446.84,,,,
2387,0.58,Good,2,G,SI1,3,"1,288.74",1288.74,,,,
86,0.57,Ideal,5,F,VS1,4,"2,132.91",2132.91,,,,
95,0.57,Ideal,5,E,VS2,5,"2,586.91",2586.91,,,,
344,0.57,Ideal,5,H,SI1,3,"1,678.91",1678.91,,,,
453,0.57,Ideal,5,F,VVS1,7,"3,494.91",3494.91,,,,
503,0.57,Ideal,5,D,VS2,5,"2,586.91",2586.91,,,,
587,0.57,Ideal,5,E,VS2,5,"2,586.91",2586.91,,,,
901,0.57,Ideal,5,F,IF,8,"3,948.91",3948.91,,,,
1014,0.57,Ideal,5,H,VS2,5,"2,586.91",2586.91,,,,
1155,0.57,Ideal,5,G,VS1,4,"2,132.91",2132.91,,,,
1406,0.57,Ideal,5,E,VVS2,6,"3,040.91",3040.91,,,,
1421,0.57,Ideal,5,E,VS2,5,"2,586.91",2586.91,,,,
1846,0.57,Ideal,5,E,SI1,3,"1,678.91",1678.91,,,,
284,0.57,Premium,4,H,VS1,4,"1,974.81",1974.81,,,,
1347,0.57,Premium,4,E,SI2,2,"1,066.81",1066.81,,,,
1917,0.57,Premium,4,G,VS1,4,"1,974.81",1974.81,,,,
2374,0.57,Premium,4,D,VS1,4,"1,974.81",1974.81,,,,
2386,0.57,Premium,4,G,VS2,5,"2,428.81",2428.81,,,,
974,0.57,Very Good,3,E,VS2,5,"2,270.71",2270.71,,,,
1136,0.57,Very Good,3,G,SI1,3,"1,362.71",1362.71,,,,
1477,0.57,Very Good,3,J,IF,8,"3,632.71",3632.71,,,,
1833,0.57,Very Good,3,E,VS2,5,"2,270.71",2270.71,,,,
1988,0.57,Very Good,3,D,SI1,3,"1,362.71",1362.71,,,,
2555,0.57,Very Good,3,G,SI1,3,"1,362.71",1362.71,,,,
1835,0.57,Fair,1,F,VS1,4,"1,500.51",1500.51,,,,
39,0.56,Ideal,5,H,VS2,5,"2,502.78",2502.78,,,,
125,0.56,Ideal,5,D,VS2,5,"2,502.78",2502.78,,,,
638,0.56,Ideal,5,D,SI2,2,"1,140.78",1140.78,,,,
777,0.56,Ideal,5,G,VVS1,7,"3,410.78",3410.78,,,,
834,0.56,Ideal,5,H,SI1,3,"1,594.78",1594.78,,,,
1236,0.56,Ideal,5,D,VS2,5,"2,502.78",2502.78,,,,
1391,0.56,Ideal,5,E,SI1,3,"1,594.78",1594.78,,,,
1528,0.56,Ideal,5,H,VVS1,7,"3,410.78",3410.78,,,,
1577,0.56,Ideal,5,G,VVS2,6,"2,956.78",2956.78,,,,
2175,0.56,Ideal,5,G,VS1,4,"2,048.78",2048.78,,,,
2292,0.56,Ideal,5,E,VS2,5,"2,502.78",2502.78,,,,
2489,0.56,Ideal,5,E,VS1,4,"2,048.78",2048.78,,,,
2949,0.56,Ideal,5,E,VS2,5,"2,502.78",2502.78,,,,
226,0.56,Premium,4,D,SI1,3,"1,436.68",1436.68,,,,
310,0.56,Premium,4,D,SI1,3,"1,436.68",1436.68,,,,
772,0.56,Premium,4,E,VS2,5,"2,344.68",2344.68,,,,
894,0.56,Premium,4,G,VS1,4,"1,890.68",1890.68,,,,
2454,0.56,Premium,4,I,VVS1,7,"3,252.68",3252.68,,,,
467,0.56,Very Good,3,J,VS2,5,"2,186.58",2186.58,,,,
935,0.56,Very Good,3,H,VS1,4,"1,732.58",1732.58,,,,
2483,0.56,Very Good,3,E,VVS2,6,"2,640.58",2640.58,,,,
1875,0.56,Fair,1,E,VVS2,6,"2,324.38",2324.38,,,,
2534,0.56,Fair,1,F,SI1,3,962.38,962.38,,,,
61,0.55,Ideal,5,F,VS2,5,"2,418.65",2418.65,,,,
115,0.55,Ideal,5,H,VVS2,6,"2,872.65",2872.65,,,,
201,0.55,Ideal,5,F,SI2,2,"1,056.65",1056.65,,,,
228,0.55,Ideal,5,F,SI2,2,"1,056.65",1056.65,,,,
343,0.55,Ideal,5,E,VVS2,6,"2,872.65",2872.65,,,,
413,0.55,Ideal,5,G,VVS1,7,"3,326.65",3326.65,,,,
456,0.55,Ideal,5,F,SI2,2,"1,056.65",1056.65,,,,
657,0.55,Ideal,5,D,VS2,5,"2,418.65",2418.65,,,,
662,0.55,Ideal,5,E,SI1,3,"1,510.65",1510.65,,,,
857,0.55,Ideal,5,G,VVS2,6,"2,872.65",2872.65,,,,
929,0.55,Ideal,5,G,VS1,4,"1,964.65",1964.65,,,,
1110,0.55,Ideal,5,H,SI1,3,"1,510.65",1510.65,,,,
1258,0.55,Ideal,5,F,VS2,5,"2,418.65",2418.65,,,,
1600,0.55,Ideal,5,F,SI1,3,"1,510.65",1510.65,,,,
1628,0.55,Ideal,5,D,VS2,5,"2,418.65",2418.65,,,,
1711,0.55,Ideal,5,G,VS2,5,"2,418.65",2418.65,,,,
1732,0.55,Ideal,5,I,VVS1,7,"3,326.65",3326.65,,,,
1788,0.55,Ideal,5,I,VS2,5,"2,418.65",2418.65,,,,
2197,0.55,Ideal,5,E,SI1,3,"1,510.65",1510.65,,,,
2462,0.55,Ideal,5,H,SI2,2,"1,056.65",1056.65,,,,
2614,0.55,Ideal,5,E,SI1,3,"1,510.65",1510.65,,,,
2910,0.55,Ideal,5,G,VVS2,6,"2,872.65",2872.65,,,,
904,0.55,Very Good,3,E,SI1,3,"1,194.45",1194.45,,,,
2006,0.55,Very Good,3,E,VS2,5,"2,102.45",2102.45,,,,
2070,0.55,Very Good,3,D,VS2,5,"2,102.45",2102.45,,,,
18,0.54,Ideal,5,I,SI1,3,"1,426.52",1426.52,,,,
87,0.54,Ideal,5,D,SI1,3,"1,426.52",1426.52,,,,
281,0.54,Ideal,5,G,VVS2,6,"2,788.52",2788.52,,,,
375,0.54,Ideal,5,F,VVS1,7,"3,242.52",3242.52,,,,
442,0.54,Ideal,5,G,SI1,3,"1,426.52",1426.52,,,,
474,0.54,Ideal,5,D,VS2,5,"2,334.52",2334.52,,,,
525,0.54,Ideal,5,D,VS1,4,"1,880.52",1880.52,,,,
948,0.54,Ideal,5,H,VVS1,7,"3,242.52",3242.52,,,,
1006,0.54,Ideal,5,G,VVS2,6,"2,788.52",2788.52,,,,
1113,0.54,Ideal,5,I,SI2,2,972.52,972.52,,,,
1167,0.54,Ideal,5,E,VVS2,6,"2,788.52",2788.52,,,,
1832,0.54,Ideal,5,E,SI1,3,"1,426.52",1426.52,,,,
1854,0.54,Ideal,5,D,SI1,3,"1,426.52",1426.52,,,,
1878,0.54,Ideal,5,F,VS2,5,"2,334.52",2334.52,,,,
2098,0.54,Ideal,5,F,VS1,4,"1,880.52",1880.52,,,,
2246,0.54,Ideal,5,J,VVS1,7,"3,242.52",3242.52,,,,
2595,0.54,Ideal,5,F,VVS2,6,"2,788.52",2788.52,,,,
2850,0.54,Ideal,5,G,SI1,3,"1,426.52",1426.52,,,,
2862,0.54,Ideal,5,D,VS2,5,"2,334.52",2334.52,,,,
77,0.54,Premium,4,J,VS2,5,"2,176.42",2176.42,,,,
175,0.54,Premium,4,E,SI1,3,"1,268.42",1268.42,,,,
351,0.54,Premium,4,F,VS2,5,"2,176.42",2176.42,,,,
996,0.54,Premium,4,F,VS1,4,"1,722.42",1722.42,,,,
1144,0.54,Premium,4,E,VS2,5,"2,176.42",2176.42,,,,
2588,0.54,Premium,4,H,VS1,4,"1,722.42",1722.42,,,,
89,0.54,Very Good,3,H,VVS1,7,"2,926.32",2926.32,,,,
998,0.54,Very Good,3,G,VVS1,7,"2,926.32",2926.32,,,,
2216,0.54,Very Good,3,E,SI1,3,"1,110.32",1110.32,,,,
2827,0.54,Very Good,3,F,VS2,5,"2,018.32",2018.32,,,,
2865,0.54,Very Good,3,F,SI1,3,"1,110.32",1110.32,,,,
239,0.54,Good,2,D,SI2,2,498.22,498.22,,,,
893,0.54,Good,2,G,VS1,4,"1,406.22",1406.22,,,,
1965,0.54,Good,2,H,VS1,4,"1,406.22",1406.22,,,,
2604,0.54,Good,2,D,VS1,4,"1,406.22",1406.22,,,,
2787,0.54,Fair,1,F,SI1,3,794.12,794.12,,,,
291,0.53,Ideal,5,F,VVS1,7,"3,158.39",3158.39,,,,
345,0.53,Ideal,5,E,VS2,5,"2,250.39",2250.39,,,,
414,0.53,Ideal,5,E,VS2,5,"2,250.39",2250.39,,,,
468,0.53,Ideal,5,E,VS1,4,"1,796.39",1796.39,,,,
488,0.53,Ideal,5,F,VVS2,6,"2,704.39",2704.39,,,,
534,0.53,Ideal,5,H,VS1,4,"1,796.39",1796.39,,,,
565,0.53,Ideal,5,H,VS2,5,"2,250.39",2250.39,,,,
625,0.53,Ideal,5,E,VS1,4,"1,796.39",1796.39,,,,
648,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
801,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
924,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
1039,0.53,Ideal,5,I,SI1,3,"1,342.39",1342.39,,,,
1140,0.53,Ideal,5,G,VS2,5,"2,250.39",2250.39,,,,
1160,0.53,Ideal,5,E,VVS1,7,"3,158.39",3158.39,,,,
1375,0.53,Ideal,5,E,SI1,3,"1,342.39",1342.39,,,,
1423,0.53,Ideal,5,G,VVS2,6,"2,704.39",2704.39,,,,
1436,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
1444,0.53,Ideal,5,G,VS2,5,"2,250.39",2250.39,,,,
1587,0.53,Ideal,5,H,VS1,4,"1,796.39",1796.39,,,,
1715,0.53,Ideal,5,I,VS1,4,"1,796.39",1796.39,,,,
1790,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
1874,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
1948,0.53,Ideal,5,G,SI2,2,888.39,888.39,,,,
2048,0.53,Ideal,5,E,VS2,5,"2,250.39",2250.39,,,,
2147,0.53,Ideal,5,D,VS2,5,"2,250.39",2250.39,,,,
2189,0.53,Ideal,5,D,SI2,2,888.39,888.39,,,,
2258,0.53,Ideal,5,G,VS2,5,"2,250.39",2250.39,,,,
2315,0.53,Ideal,5,F,VS2,5,"2,250.39",2250.39,,,,
2372,0.53,Ideal,5,E,VS2,5,"2,250.39",2250.39,,,,
2385,0.53,Ideal,5,E,VS2,5,"2,250.39",2250.39,,,,
2874,0.53,Ideal,5,D,SI1,3,"1,342.39",1342.39,,,,
129,0.53,Premium,4,H,VS2,5,"2,092.29",2092.29,,,,
304,0.53,Premium,4,I,VVS1,7,"3,000.29",3000.29,,,,
352,0.53,Premium,4,H,SI1,3,"1,184.29",1184.29,,,,
753,0.53,Premium,4,E,VVS2,6,"2,546.29",2546.29,,,,
1916,0.53,Premium,4,F,I1,1,276.29,276.29,,,,
2791,0.53,Premium,4,E,VS2,5,"2,092.29",2092.29,,,,
120,0.53,Very Good,3,F,SI1,3,"1,026.19",1026.19,,,,
219,0.53,Very Good,3,G,VS1,4,"1,480.19",1480.19,,,,
1142,0.53,Very Good,3,D,VS1,4,"1,480.19",1480.19,,,,
1435,0.53,Very Good,3,F,SI2,2,572.19,572.19,,,,
2073,0.53,Very Good,3,F,VS2,5,"1,934.19",1934.19,,,,
2809,0.53,Very Good,3,E,VS2,5,"1,934.19",1934.19,,,,
380,0.53,Good,2,H,SI1,3,868.09,868.09,,,,
885,0.53,Good,2,E,VS2,5,"1,776.09",1776.09,,,,
1116,0.53,Good,2,F,VVS2,6,"2,230.09",2230.09,,,,
1350,0.53,Fair,1,E,SI1,3,709.99,709.99,,,,
268,0.52,Ideal,5,G,VVS2,6,"2,620.26",2620.26,,,,
315,0.52,Ideal,5,F,VS2,5,"2,166.26",2166.26,,,,
328,0.52,Ideal,5,H,IF,8,"3,528.26",3528.26,,,,
348,0.52,Ideal,5,H,SI1,3,"1,258.26",1258.26,,,,
394,0.52,Ideal,5,E,VS2,5,"2,166.26",2166.26,,,,
403,0.52,Ideal,5,E,VS2,5,"2,166.26",2166.26,,,,
506,0.52,Ideal,5,G,VS1,4,"1,712.26",1712.26,,,,
609,0.52,Ideal,5,J,SI1,3,"1,258.26",1258.26,,,,
676,0.52,Ideal,5,E,SI1,3,"1,258.26",1258.26,,,,
680,0.52,Ideal,5,D,VS2,5,"2,166.26",2166.26,,,,
719,0.52,Ideal,5,F,VVS1,7,"3,074.26",3074.26,,,,
910,0.52,Ideal,5,D,SI2,2,804.26,804.26,,,,
930,0.52,Ideal,5,E,VS2,5,"2,166.26",2166.26,,,,
1100,0.52,Ideal,5,G,SI2,2,804.26,804.26,,,,
1217,0.52,Ideal,5,E,VS2,5,"2,166.26",2166.26,,,,
1449,0.52,Ideal,5,H,SI1,3,"1,258.26",1258.26,,,,
1455,0.52,Ideal,5,D,VS2,5,"2,166.26",2166.26,,,,
1640,0.52,Ideal,5,E,SI1,3,"1,258.26",1258.26,,,,
1705,0.52,Ideal,5,G,SI1,3,"1,258.26",1258.26,,,,
1740,0.52,Ideal,5,E,VVS2,6,"2,620.26",2620.26,,,,
1966,0.52,Ideal,5,D,VS2,5,"2,166.26",2166.26,,,,
1990,0.52,Ideal,5,G,SI2,2,804.26,804.26,,,,
2127,0.52,Ideal,5,D,VS1,4,"1,712.26",1712.26,,,,
2207,0.52,Ideal,5,D,SI1,3,"1,258.26",1258.26,,,,
2237,0.52,Ideal,5,D,VVS2,6,"2,620.26",2620.26,,,,
2353,0.52,Ideal,5,D,SI2,2,804.26,804.26,,,,
2645,0.52,Ideal,5,G,VS2,5,"2,166.26",2166.26,,,,
2710,0.52,Ideal,5,F,VS2,5,"2,166.26",2166.26,,,,
2744,0.52,Ideal,5,H,VS2,5,"2,166.26",2166.26,,,,
6,0.52,Premium,4,G,VS1,4,"1,554.16",1554.16,,,,
1120,0.52,Premium,4,I,VVS1,7,"2,916.16",2916.16,,,,
1397,0.52,Premium,4,G,VVS2,6,"2,462.16",2462.16,,,,
1558,0.52,Premium,4,E,VS2,5,"2,008.16",2008.16,,,,
2234,0.52,Premium,4,F,VS2,5,"2,008.16",2008.16,,,,
2383,0.52,Premium,4,G,SI1,3,"1,100.16",1100.16,,,,
2562,0.52,Premium,4,H,SI1,3,"1,100.16",1100.16,,,,
2739,0.52,Premium,4,E,VVS1,7,"2,916.16",2916.16,,,,
